id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
796501,Stunning modern bachelor apartment,4195876,Dale,,Casa Loma,43.68249,-79.4046,Private room,157,1,91,2020-09-07,1.05,2,365
812922,Large Bright Room - Great Window - in Toronto Home,3431521,Sandra,,Roncesvalles,43.64142,-79.43952,Private room,45,2,52,2017-11-04,0.58,2,111
819957,Dovercourt Village Holiday,4306694,Alex,,Dovercourt-Wallace Emerson-Junction,43.66744,-79.42984,Private room,70,3,6,2019-07-15,0.07,1,87
819981,"Quiet, Sunny, Cozy & Eco 1 bedroom",4306837,Laura,,Dufferin Grove,43.65217,-79.43591,Entire home/apt,125,1,25,2018-09-09,0.61,1,0
820177,Little Italy 1 Bedroom Apt - Excellent Location!,149566,Vinita + Joe,,Palmerston-Little Italy,43.65696,-79.42003,Entire home/apt,88,2,35,2020-04-14,0.37,1,343
822085,Beautiful Deluxe Toronto Home,4316883,Scott,,Rosedale-Moore Park,43.68885,-79.37839,Entire home/apt,971,3,7,2019-08-05,0.11,1,355
827774,Beautiful House in Central Toronto,4340437,Ted,,Danforth,43.68141,-79.3353,Private room,85,1,0,,,1,0
829737,Modern Downtown Two Bedroom End of July 2020,349619,Cristina,,Regent Park,43.66101,-79.36323,Entire home/apt,85,4,5,2019-08-01,0.13,4,0
832458,"Cozy Quiet Apartment, Plenty of Tea",4357559,Robin,,Palmerston-Little Italy,43.65474,-79.42532,Entire home/apt,90,3,163,2020-01-05,1.72,1,7
833588,Lovely place in prime Yorkville,4361863,Henry,,Annex,43.67034,-79.39203,Entire home/apt,105,28,6,2019-11-09,0.07,1,313
834150,Cosy room in a funky apartment,3491443,Lauren,,Little Portugal,43.65132,-79.43274,Private room,45,2,34,2018-05-12,0.36,2,0
835116,Comfy 1BD Great Location! Park Free,2019357,Tyrone,,South Riverdale,43.66336,-79.34374,Entire home/apt,109,1,22,2015-09-19,0.23,1,0
840235,Modern Canadiana Cottage by the Park,4073298,Elyssa,,High Park-Swansea,43.6483,-79.47659,Entire home/apt,80,3,178,2020-10-17,2.70,1,300
842016,"Beautiful, Bright, Fully Furnished",1930866,Drea,,Casa Loma,43.68536,-79.40745,Shared room,76,7,0,,,1,0
843521,Forest Hill Village Condo,4403844,Alana,,Forest Hill South,43.68911,-79.41412,Entire home/apt,141,2,108,2019-01-12,1.24,1,0
850109,2rm suite (Br+Liv) Fairview Mall 15min to subway H,65479,Irene,,Pleasant View,43.78025,-79.32878,Private room,39,1,11,2019-10-31,0.13,9,365
850246,Comfy bright room in Toronto @ Don Mills subway Y,65479,Irene,,Pleasant View,43.7797,-79.32882,Private room,39,2,5,2017-05-17,0.06,9,365
855991,HOTEL ALTERNATIVE accommodation,4477219,Vas,,Church-Yonge Corridor,43.65301,-79.37899,Entire home/apt,196,28,9,2020-06-15,0.12,4,0
864006,Large 2BR -Charming Arts Apartment,3491443,Lauren,,Little Portugal,43.65188,-79.4324,Entire home/apt,99,3,121,2019-11-11,1.32,2,0
864104,Chic Downtown Toronto Apartment,4451791,Kojenwa,,Palmerston-Little Italy,43.65806,-79.42713,Private room,87,7,13,2019-10-31,0.15,2,365
864193,Big Room with King Bed and mattres,4534248,Nida,,Newtonbrook West,43.78345,-79.44525,Private room,85,1,0,,,1,359
864479,Perfect location in Toronto!!!,4536555,Sean,,Broadview North,43.68564,-79.3579,Entire home/apt,120,5,4,2016-03-23,0.04,1,358
864888,"Spacious Large 1B + Den, 2Bath + Parking",1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.63766,-79.39755,Entire home/apt,189,28,7,2017-11-12,0.08,57,90
872128,LUXURY2Bedrm/2Bath/2Level/1Prk-Loft,4599751,Mia,,Niagara,43.6381,-79.41828,Entire home/apt,149,365,180,2016-07-16,1.96,2,365
880158,3 bedroom house in Toronto Beach,4575743,Anne,,Woodbine Corridor,43.66838,-79.31301,Entire home/apt,160,2,1,2016-07-25,0.02,1,0
882538,"Studio Apartment, Close to Parks, Groceries, TTC",992557,Richard And Amita,,Wychwood,43.67517,-79.42178,Entire home/apt,77,5,50,2019-09-22,0.56,1,0
883109,Your home in the heart of Toronto,4517569,Laurie And Martin,,Playter Estates-Danforth,43.68344,-79.35202,Entire home/apt,225,3,6,2017-09-03,0.07,1,0
890149,Perfectly located city home,2377994,Kanishka,,Dovercourt-Wallace Emerson-Junction,43.66342,-79.42836,Entire home/apt,134,5,10,2018-08-04,0.11,1,0
892352,Panoramic Views in Huge Loft with Two Bedrooms and Parking.,4448135,Matthew,,Kensington-Chinatown,43.65043,-79.39693,Entire home/apt,219,28,237,2020-02-27,2.73,1,143
908807,Great Danforth apt - parking & view,4871479,Jodi,,Playter Estates-Danforth,43.67773,-79.36127,Entire home/apt,174,1,68,2019-09-27,0.73,1,179
918623,50 Things to See'n Do in 5 to15 min,4933919,Alina,,Blake-Jones,43.67514,-79.34263,Private room,41,28,77,2020-03-21,0.84,2,295
921746,West Downtown Toronto Cozy Home,2546728,Jeff,,South Parkdale,43.63807,-79.44431,Private room,45,5,20,2019-07-30,0.22,2,365
925491,Suite Toronto Luxury Downtown Condo,4232814,Oscar,,Waterfront Communities-The Island,43.64352,-79.38145,Entire home/apt,148,1,702,2020-09-12,7.53,2,306
934523,"★ Amazing Downtown Suite next to Union, CN Tower ★",187320,Downtown Suite Living,,Waterfront Communities-The Island,43.64248,-79.38133,Entire home/apt,89,29,16,2020-07-19,0.28,13,158
940553,Artistic Apartment With Tranquil Garden Oasis and Patio,1631066,Susanne,,Casa Loma,43.67681,-79.411,Entire home/apt,185,4,29,2017-09-12,0.32,1,0
941071,Beautiful and Spacious Danforth Village Home,5086802,Kathleen,,Greenwood-Coxwell,43.6828,-79.32503,Entire home/apt,269,3,7,2019-08-03,0.08,1,0
950053,PAN AM PENTHOUSE WITH SKYLINE VIEWS,5153529,Adrian,,Regent Park,43.65769,-79.35666,Entire home/apt,160,365,10,2016-03-02,0.12,2,365
954475,1 BR-Close to Yonge & Eglinton 101,1854872,Raja,,Flemingdon Park,43.72107,-79.33604,Private room,45,2,28,2019-09-14,0.30,4,358
954935,Furnished 1 Bedroom Appartment,5186386,Kc,,South Riverdale,43.66491,-79.3355,Entire home/apt,80,30,24,2020-07-01,0.27,1,358
955073,YONGE - DUNDAS Fully Furnished,4477219,Vas,,Church-Yonge Corridor,43.65435,-79.37952,Entire home/apt,60,28,11,2020-06-30,0.31,4,0
956250,Lovely fully detached private house,5066966,Amanda,,Dufferin Grove,43.65356,-79.43441,Entire home/apt,380,3,4,2018-03-16,0.05,1,282
958586,Furnished 1+GuestRoom unit in Downtown,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.64091,-79.39595,Entire home/apt,189,5,8,2017-03-31,0.10,57,89
959676,Artists 1br Church/Alexander St,5214021,Mike,,Church-Yonge Corridor,43.66445,-79.37991,Entire home/apt,1445,4,29,2015-09-28,0.33,2,365
961974,Chic! in the Entertainment District,1805882,Elisabeth,,Waterfront Communities-The Island,43.64465,-79.3898,Entire home/apt,295,30,7,2019-01-06,0.10,4,280
977495,Toronto East End Apart. in Greek Town - Cosy Nest,5348675,Elizabeth,,Playter Estates-Danforth,43.67797,-79.36268,Entire home/apt,99,14,8,2018-08-04,0.09,1,335
985003,Prime Leslieville 1 Bdrm in house,2396097,Jeff (Jean-Francois),,South Riverdale,43.66699,-79.33757,Entire home/apt,85,7,75,2020-10-01,0.84,1,287
985498,1+ Den - Entertainment District,5407081,Wayne,,Waterfront Communities-The Island,43.64421,-79.39108,Entire home/apt,90,30,238,2020-08-04,2.59,1,0
985648,Private bedroom in Brockton Village.,5242437,Kristin,,Dufferin Grove,43.6513,-79.43749,Private room,100,1,1,2013-09-05,0.01,1,364
987647,BRIGHT STYLISH 1 BDRM BALCONY EXCELLENT LOCATION!,3258547,Dannah,,Rosedale-Moore Park,43.68509,-79.38388,Entire home/apt,135,3,15,2017-07-19,0.17,1,0
990322,"Fantastic private gem, just like a home.",377962,Coreen,,Humewood-Cedarvale,43.68363,-79.42522,Entire home/apt,95,30,24,2020-02-02,0.32,2,279
996139,Luxury Waterfront Studio Condo (Long-Term Rental),5472668,Lily,,Mimico (includes Humber Bay Shores),43.62641,-79.47662,Entire home/apt,226,25,15,2018-03-26,0.16,1,89
1001438,Private bedroom Queen W/Toronto Western Hospital,3131000,Janet,,Trinity-Bellwoods,43.64822,-79.40732,Private room,60,2,146,2020-08-30,1.62,1,124
1003798,Bright & Spacious Private Room,5520616,Carolina & Martha,,Banbury-Don Mills,43.7264,-79.3268,Private room,50,7,8,2019-09-07,0.24,1,279
1009656,Bloorcourt Village Apt. longer-term accommodations,5554523,Holly & Chad,,Dovercourt-Wallace Emerson-Junction,43.66723,-79.43208,Entire home/apt,125,28,171,2019-04-13,1.89,1,338
1012527,Scandinavian Cottage in the City,5518435,Darya,,Niagara,43.64601,-79.40979,Entire home/apt,525,3,6,2019-11-09,0.12,1,0
1015594,Bachelor Apartment in the Annex,4202607,Wali,,Annex,43.66951,-79.41674,Entire home/apt,70,2,25,2019-05-20,0.27,1,0
1022764,Beautiful Davisville Toronto Home,5630548,Daniel,,Mount Pleasant East,43.70676,-79.3819,Entire home/apt,426,7,17,2019-07-26,0.20,1,358
1030061,Modern 1 Bedroom Condo in Entertainment District,1984757,Michelle,,Waterfront Communities-The Island,43.64441,-79.39311,Entire home/apt,110,30,21,2020-08-16,0.41,1,344
1033151,The Great Gerrard - Paris Suite,377846,Nick & Nena,,East End-Danforth,43.68142,-79.30519,Entire home/apt,59,14,39,2020-09-09,0.43,10,292
1033162,DOWNTOWN TORONTO LUXURY PENTHOUSE CORPORATE SUITE,2175675,Frank,,Waterfront Communities-The Island,43.64285,-79.38026,Entire home/apt,149,28,6,2018-07-27,0.08,3,365
1036076,"Luxury Apt, Garden,small Dog welcome, Ev Charger",4468895,Melanie,,Willowdale East,43.76671,-79.40468,Entire home/apt,88,28,24,2020-08-31,0.33,1,243
1037034,Hip 3bdrm house with yard+garage,5709010,Jode,,Dovercourt-Wallace Emerson-Junction,43.66542,-79.42109,Entire home/apt,125,3,58,2020-01-09,0.65,1,0
1038085,Private room & BR in centralToronto,5713708,Yvette,,Humewood-Cedarvale,43.68447,-79.4232,Private room,70,1,165,2020-03-13,1.96,1,61
1042311,1 Bedroom in Leslieville Toronto!,5736902,Christine,,South Riverdale,43.66823,-79.33875,Entire home/apt,75,30,28,2020-09-03,0.33,1,178
1053365,"Bsmt, Toronto Don Mills subway Fairview Mall A+ R",65479,Irene,,Pleasant View,43.77958,-79.32842,Private room,34,1,2,2014-05-13,0.02,9,365
1053838,A Beautiful Private Guest Room Downtown Toronto,2741400,Rk,,Palmerston-Little Italy,43.65638,-79.41567,Private room,72,1,152,2019-12-22,1.70,5,343
1057144,Beautiful Toronto Home opp Park,265033,Vivienne And Michael,,Dufferin Grove,43.65803,-79.43175,Entire home/apt,225,5,6,2016-10-28,0.08,1,358
1058442,2 Bedroom Penthouse Downtown,1805882,Elisabeth,,Bay Street Corridor,43.65438,-79.38043,Entire home/apt,300,7,2,2018-07-31,0.03,4,297
1060025,Spacious Lot,1118847,Tm,,Willowdale West,43.7723,-79.41779,Entire home/apt,79,1,0,,,2,0
1061160,Little Italy 1-bedroom with back patio,3018516,Ruth,,Palmerston-Little Italy,43.65785,-79.42024,Entire home/apt,250,2,0,,,1,0
1066060,Entire home in Toronto,1618054,Nick,,Woodbine Corridor,43.668,-79.31431,Entire home/apt,215,29,2,2020-08-05,0.15,1,247
1066205,Downtown East One Bdrm and Spacious Bath,4010527,Diane,,Moss Park,43.65543,-79.37106,Entire home/apt,300,28,24,2020-09-30,0.48,4,355
1066718,PRIVATE:Entrance/Garden/A1 Location/Parking/Quiet,5867364,Emil,,Niagara,43.64248,-79.4053,Entire home/apt,135,2,465,2020-09-07,5.11,1,0
1089868,Smooth - Luxury Executive Condo King West,5988339,Toronto Luxury Suites,,Waterfront Communities-The Island,43.64657,-79.38974,Entire home/apt,150,180,0,,,7,364
1090758,Furnished JR Luxury 2 Bedroom Condo,1919294,Toronto Suite Rentals,,Bayview Village,43.76845,-79.38029,Entire home/apt,149,10,5,2020-02-15,0.08,57,89
1092179,Luxury Condo Studio Yonge&Sheppard,5986152,Seung-Rak,,Willowdale East,43.76118,-79.40863,Entire home/apt,100,1,0,,,1,0
1092407,Great Gerrard - Mona Lisa Suite,377846,Nick & Nena,,East End-Danforth,43.68157,-79.30515,Entire home/apt,57,28,31,2020-02-10,0.35,10,316
1094362,Charming 1 bedroom  w/ Jacuzzi,4315269,Lalo,,Oakwood Village,43.68305,-79.43522,Entire home/apt,88,30,117,2018-08-31,1.58,2,98
1100282,your friendly neighbourhood stay!,2367548,Sun,,Dovercourt-Wallace Emerson-Junction,43.66419,-79.42354,Entire home/apt,90,2,224,2020-10-04,2.51,1,213
1110760,The Great Gerrard - New York Suite,377846,Nick & Nena,,East End-Danforth,43.68226,-79.30685,Entire home/apt,55,4,25,2020-04-09,0.28,10,297
1134877,"Rose Garden B&B, Toronto",6225610,Doug,,Annex,43.67227,-79.4145,Private room,140,1,6,2016-09-05,0.07,2,176
1142246,Furnished condo downtown Toronto,6264339,Simon,,Niagara,43.63662,-79.40539,Entire home/apt,500,3,2,2019-05-10,0.04,2,365
1144283,Cozy Bedroom In house,6175788,Victoria,,Danforth East York,43.68961,-79.33502,Private room,50,2,24,2019-11-30,0.27,1,208
1150719,Garden Apt. with parking,6306986,William,,South Riverdale,43.65695,-79.34762,Entire home/apt,105,2,40,2020-09-20,0.44,1,294
1152834,Cosy Rooms Toronto Bluffs Private,6318013,Sean,,Scarborough Village,43.73293,-79.22099,Private room,77,3,0,,,1,362
1156413,Charming Victorian House: High Park,1590126,Melissa  Slatkoff,,Roncesvalles,43.64367,-79.44319,Entire home/apt,245,2,27,2018-07-11,0.30,2,0
1161888,NYC Style Loft in the heart of Toronto ..,1478241,Stephanie,,Niagara,43.63301,-79.41741,Entire home/apt,102,3,97,2019-08-14,1.26,1,0
1162480,Chic Downtown East Condo Loft - Min. 6 months stay,6255603,Fojan,,Moss Park,43.65724,-79.35642,Entire home/apt,170,180,54,2020-02-08,0.74,1,364
1162890,Downtown West~Elegant Private Suite,6369663,Tracy & Kate,,Dovercourt-Wallace Emerson-Junction,43.67153,-79.43931,Entire home/apt,81,2,286,2020-03-23,3.19,1,364
1163516,A Woman's Guest Room in The Annex 1,5175157,Anne,,Annex,43.67347,-79.40323,Private room,71,28,3,2016-07-31,0.03,2,89
1163664,Danforth - 1 bedroom apartment,5942147,Becky,,North Riverdale,43.67496,-79.35588,Entire home/apt,100,2,4,2015-08-05,0.05,1,0
1170311,PH Condo Downtown Toronto private room,2215759,Mona,,Waterfront Communities-The Island,43.64402,-79.39111,Private room,85,90,0,,,1,365
1170889,COOL SPOT TORONTO-GRT DEAL-HIP HOOD,6410636,Deb,,Palmerston-Little Italy,43.65728,-79.42626,Private room,95,30,15,2019-12-22,0.17,1,365
1173944,Large Open-Concept One-Bedroom Flat,1410677,Robert ('R.J.'),,Trinity-Bellwoods,43.64795,-79.42362,Entire home/apt,120,5,26,2019-08-31,0.29,3,297
1174138,Open-Concept One-Bedroom Flat,1410677,Robert ('R.J.'),,Little Portugal,43.6489,-79.42545,Entire home/apt,107,5,35,2020-02-15,0.43,3,193
1177149,'ISOLATE'  great for Front Line Care Workers,946529,Share My Home,,Regent Park,43.66002,-79.36339,Entire home/apt,109,28,33,2019-10-09,0.44,2,150
1179469,Oasis in Heart of Kensington Market,569339,Cara,,Kensington-Chinatown,43.65466,-79.40343,Private room,178,1,68,2019-09-02,0.77,1,365
1180678,Convenient JR 2 Bedroom Condo (B),1919294,Toronto Suite Rentals,,Newtonbrook West,43.77994,-79.41936,Entire home/apt,169,30,1,2014-09-10,0.01,57,330
1186655,Bright Roomy Leslieville Townhouse,6488491,James,,South Riverdale,43.66434,-79.34093,Entire home/apt,180,3,15,2016-07-30,0.17,1,0
1194561,Cozy Private Room in Film Distric,6527771,Trixie,,South Riverdale,43.66305,-79.33233,Private room,50,3,28,2020-07-31,0.33,1,66
1194984,Spacious Room and Private Bath,6530148,Lin,,Roncesvalles,43.64546,-79.44156,Private room,65,2,24,2017-08-26,0.27,1,88
1196880,Happy Downtown Lower Penthouse,6539250,Jennifer,,Niagara,43.64211,-79.41044,Entire home/apt,95,90,11,2019-04-25,0.17,1,208
1208424,BEAUTIFUL 3 storey house July 15-Aug 15 ONLY,6599232,Karen,,Dovercourt-Wallace Emerson-Junction,43.67089,-79.42165,Entire home/apt,223,4,5,2019-07-31,0.07,2,364
1209935,Downtown Apt  Historic Cabbagetown,6607550,Tony,,Cabbagetown-South St.James Town,43.66514,-79.36964,Entire home/apt,192,3,18,2019-08-06,0.24,1,358
1214144,Large room & bath in penthouse,6627847,Sheldon,,Church-Yonge Corridor,43.66483,-79.38388,Private room,100,1,137,2020-04-01,1.57,1,358
1214297,Beautiful Lower level/ Basement Apt - 2 bedroom,3604846,Wies,,High Park-Swansea,43.65351,-79.45461,Entire home/apt,137,28,20,2019-06-20,0.24,5,336
1221275,2 Bedroom  2 Bathroom Gorgeous Suite,785826,Arlene,,Waterfront Communities-The Island,43.64258,-79.38157,Entire home/apt,110,30,3,2015-12-06,0.04,52,45
1222291,Charming Victorian Home (Annex),6596909,Ruth,,Palmerston-Little Italy,43.66075,-79.41275,Entire home/apt,150,7,1,2015-08-10,0.02,1,100
1242683,Beautiful spacious west end house,6773217,Alexa,,Little Portugal,43.64815,-79.43502,Entire home/apt,157,5,29,2020-08-16,0.45,1,124
1254468,Oasis in Art Area of Queen West.,3406595,Inger,,Trinity-Bellwoods,43.64781,-79.41748,Entire home/apt,111,3,82,2020-03-19,1.30,2,22
1260644,Large Victorian Home: Cabagetown,6865871,Matthew,,Moss Park,43.65733,-79.3701,Entire home/apt,300,1,0,,,1,0
1269925,$ Ultimate House -Location Location,6911938,Rooz,,Parkwoods-Donalda,43.75561,-79.33477,Entire home/apt,290,5,16,2020-09-10,0.21,1,313
1270535,Need 14 Days in comfort? Groovy Greektown,6744529,Laura,,Playter Estates-Danforth,43.67803,-79.36119,Entire home/apt,114,14,16,2020-01-05,0.26,2,281
1279122,"Cottage in the City, Subway & Park",2960767,Chris,,Humewood-Cedarvale,43.69324,-79.43452,Entire home/apt,207,7,11,2017-06-14,0.12,2,0
1288937,Windermere by the Lake (Cozy Townhouse),7010032,Darling,,High Park-Swansea,43.63639,-79.47013,Entire home/apt,164,1,12,2019-08-16,0.23,1,89
1290415,"1 Bedroom Apartment, Queen West",6964666,Sam,,Little Portugal,43.64511,-79.43273,Entire home/apt,60,1,0,,,1,0
1294243,Enjoy Toronto Junction.,1025890,Amir,,Junction Area,43.66711,-79.46453,Entire home/apt,80,365,5,2018-08-19,0.06,1,365
1299374,Beaches Butterfly Garden Suite,7065012,Jude,,East End-Danforth,43.67828,-79.3096,Entire home/apt,93,7,62,2019-12-31,0.71,2,35
1301516,Luxury on Lake 2 Stories Penthouse,6169934,Fahad,,Niagara,43.63531,-79.40055,Entire home/apt,643,30,8,2014-07-02,0.09,2,365
1301718,Uber Upper Beach 3 Bedroom Suite,377846,Nick & Nena,,East End-Danforth,43.68345,-79.29434,Entire home/apt,107,7,21,2020-10-17,0.27,10,238
1313999,Subway - Bright Room Private Bath,2960767,Chris,,Humewood-Cedarvale,43.69377,-79.43316,Private room,58,7,6,2015-12-29,0.08,2,180
1317389,Spacious Family Home,7134591,Rebecca,,Dufferin Grove,43.65303,-79.43886,Entire home/apt,118,14,4,2019-08-17,0.05,1,0
1326015,Beautiful sun filled Bloordale home,2499198,Melissa,,Dovercourt-Wallace Emerson-Junction,43.66257,-79.45244,Entire home/apt,187,5,22,2018-05-29,0.25,1,323
1331304,Need a place?,7221344,Roy,,Woodbine Corridor,43.67474,-79.31066,Private room,463,1,8,2016-09-24,0.09,1,0
1335133,Newly reno'd 2-story house in family-friendly hood,613837,Brett,,Old East York,43.69586,-79.3333,Entire home/apt,200,14,7,2015-08-01,0.08,2,2
1348067,The Great Gerrard - Toronto Suite,377846,Nick & Nena,,East End-Danforth,43.68287,-79.30538,Entire home/apt,68,28,15,2020-04-14,0.18,10,342
1348611,Serenity-Lower Floor of House in the Kingsway,1015926,Grant,,Stonegate-Queensway,43.64115,-79.50691,Private room,96,2,20,2020-09-14,0.36,1,0
1352743,Sunny & Charming 1 Bedroom Apt,7342693,Liz,,Dufferin Grove,43.65402,-79.44011,Entire home/apt,130,7,33,2018-11-24,0.38,1,192
1365638,Luxury Condo@Lakeshore Blvd West,7412574,Abhishek,,Mimico (includes Humber Bay Shores),43.62209,-79.48805,Private room,90,1,33,2019-11-25,0.44,1,89
1369606,"Top floor, quiet elegant Victorian",7425753,Martin,,Little Portugal,43.64722,-79.42677,Private room,70,2,158,2020-03-15,1.82,1,308
1369701,"Foreign language student, private room upstairs",7428349,Steve,,Corso Italia-Davenport,43.67617,-79.45351,Private room,75,28,21,2019-11-23,0.24,1,87
1378251,Downtown Shared Luxury Condo,7372029,Tyler,,Church-Yonge Corridor,43.67003,-79.38175,Private room,59,7,134,2020-10-05,1.52,1,158
1420403,Room in downtown Toronto apartment,6741120,Ted,,Little Portugal,43.64749,-79.42517,Private room,42,13,14,2020-08-14,0.16,4,87
1422678,Terrific Suite On King St. East!,2065732,Nicole,,Waterfront Communities-The Island,43.65047,-79.36722,Entire home/apt,140,1,5,2014-07-01,0.06,1,238
1422877,Entire home -Sheppard and Yonge,7658503,Angela,,Willowdale East,43.757,-79.40654,Entire home/apt,105,3,16,2020-01-13,0.19,1,88
1422942,2-Storey Loft in Liberty Village (18 ft ceilings),1471640,Renato,,Niagara,43.6369,-79.42002,Entire home/apt,86,2,13,2016-11-13,0.15,1,0
1426591,Chic Condo in Trendy Queen West,7672988,Nadia,,Little Portugal,43.64996,-79.43733,Private room,88,1,31,2020-06-01,0.36,2,345
